,id,last_scraped,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_90,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_location,license,instant_bookable,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
3328,1008634914969549952,2024-09-18,20857768,Compass,2014-09-02,"Boston, MA",within a few hours,0.97,0.6,t,51,112,t,t,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,254.0,9,365,7.0,9.0,365.0,365.0,8.9,365.0,t,5,49,2024-09-18,3,3,0,2023-11-16,2024-08-15,5.0,5.0,5.0,5.0,5.0,STR-550228,f,20,0,0,0.29
3329,1008752304965910016,2024-09-18,306329570,Jonathan,2019-11-02,"Cambridge, MA",within a few hours,0.94,0.85,,12,14,t,t,Entire home,Entire home/apt,6,1.0,1 bath,3.0,3.0,279.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,17,21,2024-09-18,10,10,0,2024-02-27,2024-07-20,4.9,5.0,4.7,5.0,4.9,STR-569381,f,4,0,0,1.46
3330,1009490318960300032,2024-09-18,15276713,Michal,2014-05-08,"Boston, MA",within an hour,1.0,0.84,t,1,5,t,t,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,267.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,4,21,2024-09-18,58,58,6,2023-11-07,2024-09-15,4.98,4.97,4.95,4.97,4.78,STR-539400,f,1,0,0,5.49
3331,1009504273855779968,2024-09-18,297860058,Sophia,2019-09-25,,within an hour,1.0,0.94,f,233,1504,t,t,Private room in rental unit,Private room,1,0.0,0 shared baths,2.0,1.0,65.0,91,365,91.0,91.0,365.0,365.0,91.0,365.0,t,0,0,2024-09-18,0,0,0,,,4.98,4.97,4.95,4.97,4.78,,f,1,155,0,
3332,1010233086734300032,2024-09-18,212359760,Mohammed Radi,2018-08-29,"Boston, MA",within an hour,0.99,0.98,f,120,185,t,t,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,3.0,125.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,12,71,2024-09-18,2,2,0,2023-10-28,2023-11-05,5.0,5.0,5.0,5.0,5.0,Exempt: This listing is a unit that has contracts with hospitals,t,63,0,0,0.18
3333,1010241254381920000,2024-09-18,212359760,Mohammed Radi,2018-08-29,"Boston, MA",within an hour,0.99,0.98,f,120,185,t,t,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,3.0,125.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,13,70,2024-09-18,3,3,0,2023-12-21,2024-08-08,5.0,5.0,4.67,5.0,4.33,Exempt: This listing is a unit that has contracts with hospitals,t,63,0,0,0.33
3334,1010657004404889984,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,262.0,32,1125,31.0,365.0,1125.0,1125.0,34.8,1125.0,t,0,0,2024-09-18,0,0,0,,,5.0,5.0,4.67,5.0,4.33,,t,355,0,0,
3335,1010657555293779968,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,230.0,32,1125,31.0,365.0,1125.0,1125.0,40.8,1125.0,t,10,55,2024-09-18,0,0,0,,,5.0,5.0,4.67,5.0,4.33,,f,355,0,0,
3336,1010657915509030016,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,305.0,32,1125,31.0,365.0,1125.0,1125.0,37.4,1125.0,t,0,1,2024-09-18,0,0,0,,,5.0,5.0,4.67,5.0,4.33,,t,355,0,0,
3337,1010658557548130048,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,309.0,32,1125,31.0,365.0,1125.0,1125.0,35.8,1125.0,t,0,0,2024-09-18,0,0,0,,,5.0,5.0,4.67,5.0,4.33,,t,355,0,0,
3338,1010659519692429952,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,315.0,32,1125,31.0,365.0,1125.0,1125.0,34.7,1125.0,t,0,0,2024-09-18,0,0,0,,,5.0,5.0,4.67,5.0,4.33,,t,355,0,0,
3339,1010659956299289984,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,308.0,32,1125,31.0,365.0,1125.0,1125.0,34.8,1125.0,t,0,1,2024-09-18,0,0,0,,,5.0,5.0,4.67,5.0,4.33,,t,355,0,0,
3340,1010706163278040064,2024-09-18,533234561,Tina,2023-08-22,"New York, NY",within a few hours,0.91,0.78,f,98,147,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,137.0,91,365,91.0,91.0,365.0,365.0,91.0,365.0,t,0,0,2024-09-18,0,0,0,,,5.0,5.0,4.67,5.0,4.33,,f,5,2,0,
3341,1010722753047399936,2024-09-18,533234561,Tina,2023-08-22,"New York, NY",within a few hours,0.91,0.78,f,98,147,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,155.0,91,365,91.0,91.0,365.0,365.0,91.0,365.0,t,0,47,2024-09-18,0,0,0,,,5.0,5.0,4.67,5.0,4.33,,f,5,2,0,
3342,1010722922313159936,2024-09-18,533234561,Tina,2023-08-22,"New York, NY",within a few hours,0.91,0.78,f,98,147,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,229.0,91,365,91.0,91.0,365.0,365.0,91.0,365.0,t,0,11,2024-09-18,0,0,0,,,5.0,5.0,4.67,5.0,4.33,,f,5,2,0,
3343,1010723387242349952,2024-09-18,533234561,Tina,2023-08-22,"New York, NY",within a few hours,0.91,0.78,f,98,147,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,102.0,91,365,91.0,91.0,365.0,365.0,91.0,365.0,t,0,47,2024-09-18,0,0,0,,,5.0,5.0,4.67,5.0,4.33,,f,5,2,0,
3344,1011434446878210048,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,3.0,333.0,32,1125,31.0,365.0,1125.0,1125.0,34.8,1125.0,t,0,0,2024-09-18,0,0,0,,,5.0,5.0,4.67,5.0,4.33,,f,355,0,0,
3345,1011678374518969984,2024-09-18,279124542,Angela,2019-07-25,"Savannah, GA",within an hour,1.0,1.0,t,9,32,t,t,Entire condo,Entire home/apt,7,1.2,2 baths,3.0,1.0,213.0,30,1125,2.0,10.0,1125.0,1125.0,9.2,1125.0,t,8,52,2024-09-18,15,15,0,2023-12-04,2024-08-08,4.67,4.4,4.33,4.87,4.4,STR-446898,t,2,0,0,1.55
3346,1012176648363789952,2024-09-18,541813300,Dan,2023-10-14,"Boston, MA",within an hour,1.0,0.98,t,9,9,t,t,Private room in rental unit,Private room,3,1.0,1 shared bath,1.0,1.0,119.0,1,60,1.0,1.0,60.0,60.0,1.0,60.0,t,8,62,2024-09-18,34,34,0,2023-11-04,2024-07-05,4.88,4.85,4.88,4.97,4.88,STR-541679,f,0,9,0,3.19
3347,1012203440462160000,2024-09-18,541813300,Dan,2023-10-14,"Boston, MA",within an hour,1.0,0.98,t,9,9,t,t,Private room in rental unit,Private room,3,1.0,1 shared bath,1.0,1.0,119.0,1,30,1.0,1.0,30.0,30.0,1.0,30.0,t,14,71,2024-09-18,26,26,1,2023-10-29,2024-09-01,4.85,4.88,4.96,4.85,4.69,STR-541679,f,0,9,0,2.39
3348,1013715358826969984,2024-09-18,393834468,Karan,2021-03-23,"Boston, MA",within a few hours,0.9,0.89,t,2,2,t,f,Entire rental unit,Entire home/apt,1,1.2,1 bath,1.0,1.0,213.0,7,365,7.0,7.0,365.0,365.0,7.0,365.0,t,0,2,2024-09-18,0,0,0,,,4.85,4.88,4.96,4.85,4.69,STR-555318,f,1,0,0,
3349,1013768855136029952,2024-09-18,544126228,Carmen,2023-10-30,"Santo Domingo, Dominican Republic",,1.0,1.0,t,1,1,t,t,Entire condo,Entire home/apt,6,1.0,1 bath,2.0,3.0,299.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,11,20,2024-09-18,10,10,0,2024-03-05,2024-06-24,4.9,4.9,4.9,4.5,4.8,STR-543766,t,1,0,0,1.52
3350,1013856506204050048,2024-09-18,473301884,Mylinh,2022-08-04,,within an hour,1.0,1.0,,7,9,t,f,Entire rental unit,Entire home/apt,8,2.0,2 baths,3.0,4.0,244.0,2,365,1.0,2.0,365.0,365.0,2.0,365.0,t,4,53,2024-09-18,38,38,4,2024-01-01,2024-09-01,4.87,4.92,4.87,4.92,4.79,STR-540362,t,2,0,0,4.35
3351,1013926815356329984,2024-09-18,53309087,Chris,2016-01-04,"Boston, MA",within a day,1.0,0.92,f,1,1,f,t,Entire rental unit,Entire home/apt,3,1.2,1 bath,2.0,1.0,213.0,2,365,1.0,2.0,365.0,365.0,2.0,365.0,t,2,4,2024-09-18,68,68,8,2023-11-20,2024-09-16,4.75,4.84,4.69,4.94,4.59,STR-544087,f,1,0,0,6.71
3352,1014290973000179968,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,221.0,32,1125,31.0,365.0,1125.0,1125.0,35.0,1125.0,t,0,0,2024-09-18,0,0,0,,,4.75,4.84,4.69,4.94,4.59,,t,355,0,0,
3353,1014554714716969984,2024-09-18,16612533,Matt,2014-06-10,"Boston, MA",within a few hours,0.83,0.93,f,19,22,t,t,Private room in rental unit,Private room,2,1.5,1.5 baths,1.0,1.0,60.0,30,730,30.0,30.0,730.0,730.0,30.0,730.0,t,0,4,2024-09-18,0,0,0,,,4.75,4.84,4.69,4.94,4.59,,f,2,17,0,
3354,1014835004620989952,2024-09-18,83935110,Lucio,2016-07-15,"Boston, MA",within an hour,1.0,0.99,t,1,1,t,t,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,2.0,440.0,1,365,1.0,2.0,365.0,365.0,1.0,365.0,t,2,40,2024-09-18,68,68,5,2023-11-25,2024-09-11,4.9,4.96,4.99,4.99,4.9,STR-541462,f,1,0,0,6.82
3355,1015984680697570048,2024-09-18,518080572,Anwar,2023-06-03,,within an hour,0.9,0.98,f,17,18,t,t,Private room in bed and breakfast,Private room,2,1.2,1 bath,1.0,1.0,213.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,23,78,2024-09-18,4,4,0,2023-11-05,2024-06-11,3.5,3.5,3.75,4.75,4.0,Exempt: This listing is a hotel or motel,t,0,3,0,0.38
3356,1016049727705270016,2024-09-18,13819661,Jen,2014-04-02,"Boston, MA",within a few hours,1.0,0.97,t,5,6,t,t,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,71.0,31,365,31.0,31.0,365.0,365.0,31.0,365.0,t,0,0,2024-09-18,2,2,0,2024-02-17,2024-07-31,5.0,5.0,5.0,5.0,4.5,STR-540680,f,2,3,0,0.28
3357,1016073168618370048,2024-09-18,13819661,Jen,2014-04-02,"Boston, MA",within a few hours,1.0,0.97,t,5,6,t,t,Private room in rental unit,Private room,2,1.2,1 shared bath,1.0,1.0,213.0,31,365,31.0,31.0,365.0,365.0,31.0,365.0,t,0,0,2024-09-18,4,4,1,2024-02-09,2024-08-31,4.5,4.25,4.5,4.75,3.75,STR-540680,f,2,3,0,0.54
3358,1016119071461080064,2024-09-18,13819661,Jen,2014-04-02,"Boston, MA",within a few hours,1.0,0.97,t,5,6,t,t,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,56.0,31,365,31.0,31.0,365.0,365.0,31.0,365.0,t,0,0,2024-09-18,3,3,0,2024-04-06,2024-08-04,5.0,5.0,5.0,4.67,4.67,STR-540680,f,2,3,0,0.54
3359,1016571137546249984,2024-09-18,130680380,Jodie,2017-05-17,,within a day,0.7,0.79,f,35,48,t,t,Private room in rental unit,Private room,2,1.2,2 baths,1.0,1.0,213.0,9,365,9.0,9.0,365.0,365.0,9.0,365.0,t,0,0,2024-09-18,3,3,0,2023-12-22,2024-07-03,3.67,4.0,3.0,4.33,5.0,STR-476426,f,13,15,0,0.33
3360,1016785075183270016,2024-09-18,518882444,Greg,2023-06-08,"Boston, MA",within a few hours,0.75,0.4,f,10,68,t,t,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,3.0,799.0,3,365,3.0,3.0,365.0,365.0,3.0,365.0,t,28,88,2024-09-18,2,2,0,2024-07-29,2024-08-11,3.5,5.0,3.0,5.0,4.0,Exempt: This listing is a unit used for furnished institutional or business stays,f,5,0,0,1.15
3361,1018127929937980032,2024-09-18,13819661,Jen,2014-04-02,"Boston, MA",within a few hours,1.0,0.97,t,5,6,t,t,Entire rental unit,Entire home/apt,6,1.2,2 baths,3.0,1.0,213.0,31,365,31.0,31.0,365.0,365.0,31.0,365.0,t,0,0,2024-09-18,0,0,0,,,3.5,5.0,3.0,5.0,4.0,STR-540680,f,2,3,0,
3362,1018290267718029952,2024-09-18,463475392,Johna,2022-06-09,"Michigan Center, MI",within an hour,1.0,0.99,t,34,37,t,t,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,6.0,630.0,3,365,1.0,3.0,1125.0,1125.0,3.0,1125.0,t,7,60,2024-09-18,24,24,2,2023-11-16,2024-08-25,4.67,4.38,4.83,4.75,4.83,,t,15,0,0,2.34
3363,1018394463652380032,2024-09-18,11124961,Maddie,2014-01-08,"Fort Wayne, IN",within an hour,1.0,0.98,,28,29,t,t,Private room in rental unit,Private room,2,2.0,2 shared baths,1.0,1.0,76.0,2,29,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,24,84,2024-09-18,12,12,0,2024-01-31,2024-08-05,4.67,4.67,4.5,5.0,4.5,STR-545309,t,0,1,0,1.55
3364,1018956196236339968,2024-09-18,365116307,Healing Homes,2020-08-30,"Boston, MA",within an hour,1.0,1.0,f,60,71,t,t,Entire rental unit,Entire home/apt,8,2.0,2 baths,4.0,7.0,819.0,1,365,1.0,4.0,365.0,365.0,2.9,365.0,t,4,41,2024-09-18,46,46,1,2023-11-12,2024-08-21,4.59,4.5,4.87,4.89,4.78,,t,59,0,0,4.42
3365,1019496762697720064,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,302.0,32,1125,31.0,365.0,1125.0,1125.0,34.8,1125.0,t,0,14,2024-09-18,0,0,0,,,4.59,4.5,4.87,4.89,4.78,,f,355,0,0,
3366,1019584694797740032,2024-09-18,84744174,Sean,2016-07-19,"New York, NY",within an hour,0.94,0.98,t,6,10,t,t,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,60.0,91,365,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,0,57,2024-09-18,0,0,0,,,4.59,4.5,4.87,4.89,4.78,,f,0,2,0,
3367,1019667084687280000,2024-09-18,151238588,Charlie,2017-09-19,"Austin, TX",within an hour,0.99,1.0,f,19,83,t,t,Entire townhouse,Entire home/apt,14,2.0,2 baths,4.0,7.0,737.0,1,365,2.0,30.0,365.0,365.0,2.5,365.0,t,12,71,2024-09-18,4,4,0,2023-11-26,2024-02-17,4.25,3.25,4.75,4.0,4.75,STR-425117,t,3,0,0,0.4
3368,1020296447203769984,2024-09-18,371640674,Boston,2020-10-12,,within an hour,0.99,1.0,,19,19,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,252.0,1,365,1.0,5.0,365.0,365.0,2.0,365.0,,4,49,2024-09-18,42,42,3,2023-11-19,2024-08-29,4.93,4.88,4.88,4.95,4.9,Exempt: This listing is a unit that has contracts with hospitals,t,3,0,0,4.13
3369,1020315821798169984,2024-09-18,545286374,Sully And Indira,2023-11-06,"Boston, MA",within an hour,1.0,1.0,f,1,1,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,160.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,6,53,2024-09-18,50,50,3,2023-11-12,2024-09-16,4.78,4.78,4.88,4.88,4.64,STR-532120,f,1,0,0,4.81
3370,1020885853097520000,2024-09-18,297860058,Sophia,2019-09-25,,within an hour,1.0,0.94,f,233,1504,t,t,Private room in rental unit,Private room,1,0.0,0 baths,3.0,1.0,55.0,91,365,91.0,91.0,365.0,365.0,91.0,365.0,t,0,0,2024-09-18,0,0,0,,,4.78,4.78,4.88,4.88,4.64,,f,1,155,0,
3371,1021168700079440000,2024-09-18,541993082,Anna And Samuel,2023-10-15,"Boston, MA",within an hour,1.0,0.98,t,4,4,t,t,Private room in villa,Private room,3,2.0,2 shared baths,1.0,2.0,95.0,1,1125,1.0,2.0,1125.0,1125.0,1.1,1125.0,t,18,73,2024-09-18,23,23,4,2023-11-17,2024-09-09,4.96,4.96,5.0,4.96,4.96,STR-542608,f,0,4,0,2.25
3372,1021189333964850048,2024-09-18,541993082,Anna And Samuel,2023-10-15,"Boston, MA",within an hour,1.0,0.98,t,4,4,t,t,Private room in villa,Private room,2,2.0,2 shared baths,1.0,2.0,95.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,18,77,2024-09-18,14,14,4,2023-12-27,2024-09-11,5.0,5.0,5.0,5.0,5.0,STR-542608,f,0,4,0,1.57
3373,1021753022081400064,2024-09-18,106283400,Rose,2016-12-05,"Boston, MA",,1.0,0.88,f,1,4,t,t,Entire home,Entire home/apt,4,1.0,1 bath,2.0,2.0,185.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,t,2,24,2024-09-18,26,26,2,2023-12-27,2024-09-12,4.88,4.92,4.81,4.88,4.77,STR-541342,f,1,0,0,2.92
3374,1022395528118680064,2024-09-18,137161971,Daniel,2017-06-26,"Boston, MA",within an hour,1.0,0.95,,4,4,t,t,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,2.0,154.0,1,365,1.0,2.0,365.0,365.0,1.9,365.0,t,10,55,2024-09-18,43,43,1,2023-11-18,2024-08-26,4.95,4.95,4.88,4.98,4.6,STR-464328,f,3,0,0,4.22
3375,1022432953309120000,2024-09-18,15154687,Taskin,2014-05-05,"Massachusetts, United States",within an hour,1.0,1.0,f,44,58,t,t,Private room in home,Private room,2,1.0,1 shared bath,1.0,2.0,108.0,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,18,75,2024-09-18,64,64,1,2023-11-17,2024-08-30,4.63,4.78,4.7,4.91,4.83,str-416692,t,0,7,0,6.25
3376,1022550200701820032,2024-09-18,14338444,Jason,2014-04-15,"Boston, MA",within an hour,1.0,0.98,f,2,3,t,t,Entire rental unit,Entire home/apt,4,1.2,1 bath,2.0,1.0,213.0,2,100,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,2024-09-18,14,14,2,2023-11-19,2024-08-25,4.21,4.43,4.43,4.5,4.21,STR-544729,t,2,0,0,1.38
3377,1022591865756600064,2024-09-18,2733755,Chris,2012-06-25,"Boston, MA",within a few hours,1.0,0.93,f,1,1,t,t,Entire condo,Entire home/apt,6,1.0,1 bath,3.0,4.0,279.0,29,30,29.0,29.0,30.0,30.0,29.0,30.0,t,29,89,2024-09-18,11,11,0,2024-03-14,2024-07-21,5.0,4.82,4.91,5.0,5.0,STR-573145,f,1,0,0,1.75
3378,1022632138884099968,2024-09-18,331225367,Foster,2020-01-27,,within an hour,1.0,1.0,,123,127,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,314.0,1,365,1.0,3.0,365.0,365.0,1.1,365.0,t,19,33,2024-09-18,37,37,2,2023-11-19,2024-09-12,4.73,4.76,4.65,5.0,4.92,STR-543851,t,77,0,0,3.64
3379,1022664938459760000,2024-09-18,331225367,Foster,2020-01-27,,within an hour,1.0,1.0,,123,127,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,325.0,1,365,1.0,3.0,365.0,365.0,1.1,365.0,t,13,21,2024-09-18,29,29,3,2023-12-04,2024-09-10,4.76,4.69,4.62,4.97,4.93,,t,77,0,0,3.0
3380,1022697149341920000,2024-09-18,163848078,Adam,2017-12-23,"Boston, MA",within an hour,0.89,0.76,f,92,142,t,t,Entire rental unit,Entire home/apt,6,1.2,2 baths,3.0,1.0,213.0,4,365,3.0,4.0,365.0,365.0,4.0,365.0,t,15,69,2024-09-18,13,13,0,2024-01-02,2024-07-15,4.69,4.54,4.54,4.85,4.92,Str-692073,f,53,0,0,1.49
3381,1022712051180400000,2024-09-18,331225367,Foster,2020-01-27,,within an hour,1.0,1.0,,123,127,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,310.0,1,365,1.0,3.0,365.0,365.0,1.1,365.0,t,12,27,2024-09-18,18,18,2,2024-04-23,2024-09-12,4.67,4.71,4.76,4.88,5.0,str-543851,t,77,0,0,3.62
3382,1023171573296710016,2024-09-18,331225367,Foster,2020-01-27,,within an hour,1.0,1.0,,123,127,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,278.0,1,365,1.0,2.0,365.0,365.0,1.1,365.0,t,11,30,2024-09-18,31,31,1,2023-12-19,2024-08-26,4.68,4.65,4.65,4.94,5.0,STR-571637,t,77,0,0,3.38
3383,1023219312891820032,2024-09-18,212359760,Mohammed Radi,2018-08-29,"Boston, MA",within an hour,0.99,0.98,f,120,185,t,t,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,223.0,1,365,1.0,3.0,365.0,365.0,2.9,365.0,t,9,62,2024-09-18,22,22,2,2023-11-26,2024-08-28,4.05,4.27,4.23,4.5,4.95,Exempt: This listing is a unit that has contracts with hospitals,f,63,0,0,2.21
3384,1023250667892620032,2024-09-18,331225367,Foster,2020-01-27,,within an hour,1.0,1.0,,123,127,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,278.0,1,365,1.0,2.0,365.0,365.0,1.1,365.0,t,10,32,2024-09-18,31,31,3,2023-11-18,2024-09-09,4.74,4.71,4.81,4.87,4.97,Exempt: This listing is a unit that has contracts with hospitals,t,77,0,0,3.04
3385,1023273262818819968,2024-09-18,331225367,Foster,2020-01-27,,within an hour,1.0,1.0,,123,127,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,242.0,1,365,1.0,4.0,365.0,365.0,1.5,365.0,t,12,70,2024-09-18,23,23,4,2023-11-22,2024-09-13,4.61,4.78,4.7,5.0,4.87,str-561975,t,77,0,0,2.28
3386,1023349178650210048,2024-09-18,163848078,Adam,2017-12-23,"Boston, MA",within an hour,0.89,0.76,f,92,142,t,t,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,3.0,499.0,3,365,3.0,3.0,365.0,365.0,3.0,365.0,t,28,88,2024-09-18,8,8,2,2023-12-31,2024-09-02,4.88,5.0,4.75,5.0,4.38,STR-543576,f,53,0,0,0.91
3387,1023422094538889984,2024-09-18,163848078,Adam,2017-12-23,"Boston, MA",within an hour,0.89,0.76,f,92,142,t,t,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,2.0,699.0,3,365,1.0,4.0,365.0,365.0,3.0,365.0,t,17,77,2024-09-18,3,3,0,2023-12-23,2024-08-11,5.0,5.0,5.0,5.0,4.67,str-007933,f,53,0,0,0.33
3388,1023431492984280064,2024-09-18,163848078,Adam,2017-12-23,"Boston, MA",within an hour,0.89,0.76,f,92,142,t,t,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,5.0,399.0,5,365,2.0,5.0,365.0,365.0,5.0,365.0,t,9,60,2024-09-18,7,7,0,2023-12-12,2024-06-27,4.86,4.71,4.86,5.0,4.71,str-896639,f,53,0,0,0.74
3389,1023431870317590016,2024-09-18,501889213,J Lucky,2023-02-19,"Boston, MA",within an hour,1.0,0.99,t,6,7,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,188.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,1,39,2024-09-18,9,9,8,2024-08-18,2024-09-11,5.0,4.89,5.0,4.89,5.0,STR-571341,f,1,5,0,8.44
3390,1023436008218850048,2024-09-18,163848078,Adam,2017-12-23,"Boston, MA",within an hour,0.89,0.76,f,92,142,t,t,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,3.0,699.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,t,22,77,2024-09-18,7,7,1,2023-12-30,2024-08-31,4.43,4.57,4.71,4.57,4.86,STR-634598,f,53,0,0,0.8
3391,1023440907872249984,2024-09-18,163848078,Adam,2017-12-23,"Boston, MA",within an hour,0.89,0.76,f,92,142,t,t,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,3.0,499.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,21,70,2024-09-18,8,8,0,2024-04-29,2024-07-14,4.88,4.88,4.63,4.63,5.0,str-611849,f,53,0,0,1.68
3392,1023475844472909952,2024-09-18,163848078,Adam,2017-12-23,"Boston, MA",within an hour,0.89,0.76,f,92,142,t,t,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,5.0,663.0,28,365,2.0,28.0,365.0,365.0,26.1,365.0,t,17,77,2024-09-18,0,0,0,,,4.88,4.88,4.63,4.63,5.0,str-678299,f,53,0,0,
3393,1023481730628189952,2024-09-18,163848078,Adam,2017-12-23,"Boston, MA",within an hour,0.89,0.76,f,92,142,t,t,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,3.0,550.0,28,365,10.0,28.0,365.0,365.0,26.6,365.0,t,6,32,2024-09-18,4,4,1,2024-01-05,2024-08-31,5.0,5.0,5.0,5.0,5.0,str-679194,f,53,0,0,0.47
3394,1023516976252189952,2024-09-18,163848078,Adam,2017-12-23,"Boston, MA",within an hour,0.89,0.76,f,92,142,t,t,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,3.0,685.0,3,365,3.0,15.0,1125.0,1125.0,13.9,1125.0,t,16,76,2024-09-18,26,26,2,2024-01-04,2024-09-02,4.92,4.96,4.92,4.81,4.92,,t,53,0,0,3.01
3395,1023694299133890048,2024-09-18,32134510,Paul,2015-04-28,"Paris, France",,1.0,1.0,f,2,4,t,t,Entire rental unit,Entire home/apt,2,1.2,0 baths,1.0,1.0,213.0,99,365,99.0,99.0,365.0,365.0,99.0,365.0,,30,90,2024-09-18,0,0,0,,,4.92,4.96,4.92,4.81,4.92,,f,1,0,0,
